number,mergedAt,title,summary,url
1071,2025-05-20T06:12:09Z,bugfix: adding lse output to blackwell fmha kernels,bugfix: adding lse output to blackwell fmha kernels,https://github.com/flashinfer-ai/flashinfer/pull/1071
1059,2025-05-14T22:34:15Z,Parameterize prefix mask call (needed by POD-Attention),Passes the threadId to the prefix mask call manually.,https://github.com/flashinfer-ai/flashinfer/pull/1059
1055,2025-05-13T07:05:41Z,bugfix: temporally disable split-kv in blackwell mla,"There are some bugs with blackwell mla when split-kv is enabled, temporally disable it to guarantee the correctness of results.",https://github.com/flashinfer-ai/flashinfer/pull/1055
1054,2025-05-13T05:18:45Z,Fix KV chunking for POD. ,"For some reason cudaOccupancyMaxActiveBlocksPerMultiprocessor returns 0, so manually calculate the value instead.",https://github.com/flashinfer-ai/flashinfer/pull/1054
1039,2025-05-13T02:06:29Z,[nvidia] initial support for blackwell kernels,Mainly adapted from cutlass examples.,https://github.com/flashinfer-ai/flashinfer/pull/1039
1052,2025-05-11T20:27:19Z,Benchmark: POD vs batched prefill,Supersedes yzh119#5 python benchmarks/bench_mixed_attention.py,https://github.com/flashinfer-ai/flashinfer/pull/1052
1015,2025-04-30T18:49:55Z,add multi-item scoring,Co-authored with Qingquan Song (@qingquansong) and Ziang Li (@zianglih ) Multi-item scoring concatenate multiple candidates of a same membe…,https://github.com/flashinfer-ai/flashinfer/pull/1015
1033,2025-04-29T21:25:18Z,feat: add functional per-head FP8 quantization for FA3,This PR adds FP8 support in FA3 to speed up compute-bound prefill kernels.,https://github.com/flashinfer-ai/flashinfer/pull/1033
1040,2025-04-25T15:58:07Z,Non-blocking host-to-device copy in the ragged prefill wrapper,Non-blocking host-to-device copy in the ragged prefill wrapper,https://github.com/flashinfer-ai/flashinfer/pull/1040
1031,2025-04-23T16:54:31Z,[NVIDIA] Add Cutlass MLA backend,This PR add a cutlass backend to the flashinfer BatchMLAPagedAttentionWrapper.,https://github.com/flashinfer-ai/flashinfer/pull/1031
1029,2025-04-22T04:36:15Z,fix: add zero init for KV tiled copy,"This PR fixes the out-of-bound K/V value loading in the FA3 sparse_mainloop.cuh, which may cause a nan value for BatchPrefillWithPagedKVCac…",https://github.com/flashinfer-ai/flashinfer/pull/1029
1028,2025-04-21T16:12:38Z,bugfix: fix custom mask not be reseted after convert custom mask into causal or non-causal,"When using custom mask for Medusa or other method, flashinfer api will inference with custom mask buf, but when there has no draft token, t…",https://github.com/flashinfer-ai/flashinfer/pull/1028
1007,2025-04-15T16:30:43Z,feat: update decode attention APIs,This PR updates the decode attention APIs by: Adding lse return value for single_decode_with_kv_cache API per requested in #1006 (note that…,https://github.com/flashinfer-ai/flashinfer/pull/1007
1013,2025-04-15T14:34:33Z,bugfix: import wrapper of mla decode,"In tests/test_mla_decode_kernel.py, the code below uses BatchDecodeMlaWithPagedKVCacheWrapper: flashinfer/tests/test_mla_decode_kernel.py L…",https://github.com/flashinfer-ai/flashinfer/pull/1013
1014,2025-04-10T23:16:02Z,misc: fix instrument code for mla profiler,"Follow up of #952 , this PR adds the instrument code base to profile mla hopper implementation (fix #995 ) cc @ziyuhuang123",https://github.com/flashinfer-ai/flashinfer/pull/1014
982,2025-04-01T19:36:00Z,SM-constraint-GEMM by triton persistent kernel,Add SM-constraint GEMM operation by triton persistent kernel to support Nanoflow infra-device parallelism.,https://github.com/flashinfer-ai/flashinfer/pull/982
991,2025-03-31T21:27:39Z,perf: prefetch page indices for mla kernel,"Followup of #952 cc @abcdabcd987 Before this PR Config: batch_size=64, seq_len=1024, num_heads=64 Memory bandwidth: 1509.87 GB/s FLOPs: 163…",https://github.com/flashinfer-ai/flashinfer/pull/991
952,2025-03-29T04:34:14Z,perf: Use 2WG pipeline design for MLA implementation on Hopper,This PR implements #892 .,https://github.com/flashinfer-ai/flashinfer/pull/952
966,2025-03-22T08:24:44Z,doc: remove misleading docstring about `non_blocking`,"As noted in #965 , we have some misleading docstring about the use of non_blocking option in plan functions of attention wrappers (they are…",https://github.com/flashinfer-ai/flashinfer/pull/966
961,2025-03-19T16:57:53Z,Fix compilation on cuda 12.2,Compiling FlashInfer on CUDA 12.2 triggers errors such as those shown below.,https://github.com/flashinfer-ai/flashinfer/pull/961
943,2025-03-18T16:33:09Z,ci: improve jenkins,cancel previous build if new commit comes add task 3 accelerate rope test Co-authored-by: Yong Wu yowu@nvidia.com,https://github.com/flashinfer-ai/flashinfer/pull/943
956,2025-03-17T21:51:51Z,misc: Temporarily disable POD from AOT wheels,We currently don't generate the AOT implementations for POD Attention.,https://github.com/flashinfer-ai/flashinfer/pull/956
951,2025-03-17T16:28:40Z,bugfix: bugfix to #949,"The sm86/sm89 version of mla kernel was not tests after change #942, this PR fixes the issue.",https://github.com/flashinfer-ai/flashinfer/pull/951
954,2025-03-17T15:00:09Z,fix: fix pod-attention compilation time,"As mentioned in #953 , we shouldn't include <flashinfer/attention/pod.cuh> in pod_tensor.cu (now pod.cu).",https://github.com/flashinfer-ai/flashinfer/pull/954
942,2025-03-15T02:35:14Z,fix - fix bug when not relevant seq has nan data,"We found that in the batch MLA FA2 implementation, if there exists NaN data within the computed CKV cache page, the kernel implementation w…",https://github.com/flashinfer-ai/flashinfer/pull/942
945,2025-03-14T18:53:36Z,bugfix: fix potential issues of FA3 template loading nans for PageAttention,Ref #941,https://github.com/flashinfer-ai/flashinfer/pull/945
858,2025-03-13T20:54:28Z,Add POD-Attention to FlashInfer,Adds POD-Attention kernel (https://arxiv.org/abs/2410.18038) with all necessary files.,https://github.com/flashinfer-ai/flashinfer/pull/858
888,2025-03-13T18:23:08Z,feat - support mla kvcache store,Summary related to #877 This PR implement MLA cache store，and passed correctness test in the case of ckv_dim=512 and kpe_dim=64，but no furt…,https://github.com/flashinfer-ai/flashinfer/pull/888
940,2025-03-13T16:19:23Z,fix: Fix MLA TVM binding for the latest changes,This PR applies changes in #898 and #900 to the MLA TVM binding.,https://github.com/flashinfer-ai/flashinfer/pull/940
913,2025-03-06T00:46:43Z,feat: flashinfer intra-kernel profiler,"FlashInfer Profiler is a tool for intra-kernel profiling for diagnosing kernel performance, by visualizing the work of each CTA/warpgroup.",https://github.com/flashinfer-ai/flashinfer/pull/913
904,2025-02-28T16:14:00Z,bugfix: Fix no return type error,This pull request includes a change to the convert_s_to_p function in the mla_hopper.cuh file to improve type safety and clarity.,https://github.com/flashinfer-ai/flashinfer/pull/904
869,2025-02-27T21:29:57Z,Naive Support for Hopper FP8 Prefill Kernel with Per-Head Quantization,Summary This PR introduces naive FP8 tensor core computation following FA3's implementations.,https://github.com/flashinfer-ai/flashinfer/pull/869
902,2025-02-27T05:59:18Z,release: bump version v0.2.2.post1,Fix several performance bugs in MLA kernel.,https://github.com/flashinfer-ai/flashinfer/pull/902
901,2025-02-27T05:55:29Z,perf: tweak the pipeline design of mla kernel,defer barrier sync for p_smem change unroll number from 1 to 2 We found there are still significant overhead for synchronizing two consumer…,https://github.com/flashinfer-ai/flashinfer/pull/901
900,2025-02-27T04:00:22Z,perf: use f16 as split-k partial output data type,"We use f32 as split-k partial output data type, mainly for accuracy concern.",https://github.com/flashinfer-ai/flashinfer/pull/900
898,2025-02-26T01:32:04Z,perf: fix MLA split-k performance bug,"As observed in #892 , we found flashinfer mla's second stage of split-k is very slow (when batch size is small), this is because our schedu…",https://github.com/flashinfer-ai/flashinfer/pull/898
896,2025-02-24T17:41:10Z,perf: tweak register amount for producer/consumer in MLA template,"56, 224 is faster.",https://github.com/flashinfer-ai/flashinfer/pull/896
895,2025-02-24T15:57:36Z,fix: pin_memory use cpu as default device,Use cpu as default device for pin_memory in mla.py and sparse.py,https://github.com/flashinfer-ai/flashinfer/pull/895
891,2025-02-23T22:28:08Z,bump version to v0.2.2,flashinfer now supports fa3 version of MLA kernel.,https://github.com/flashinfer-ai/flashinfer/pull/891
890,2025-02-23T20:35:21Z,unittest: add unittests for MLA + cudagraph,This update also addresses an issue in the scheduler that could cause the program to hang under certain conditions.,https://github.com/flashinfer-ai/flashinfer/pull/890
889,2025-02-23T19:08:49Z,[JIT] Fix MLA header in TVM binding,"This PR fixes the header include, following changes in #887.",https://github.com/flashinfer-ai/flashinfer/pull/889
887,2025-02-23T11:37:57Z,perf: FlashAttention-3 style MLA PageAttention,"This PR is the followup of #804 , we implemented a FlashAttention-3 version of warp specialization pattern (splitting on head-dimension) in…",https://github.com/flashinfer-ai/flashinfer/pull/887
881,2025-02-20T05:51:30Z,[Hotfix] Add flashinfer.jit.attention into packages,"flashinfer.jit.attention package is introduced in #880, but it's not added into the packages list when building wheel.",https://github.com/flashinfer-ai/flashinfer/pull/881
880,2025-02-19T20:32:44Z,JIT compilation support for TVM,"This PR introduces the FlashInfer JIT compilation for TVM, with corresponding TVM bindings.",https://github.com/flashinfer-ai/flashinfer/pull/880
878,2025-02-19T18:13:50Z,misc:Remove unused k_smem_offset_w update in MLA kernel,"The variable ckv_smem_offset_w and kpe_smem_offset_w are never used after update in current loop, and they will be redefined and recomputed…",https://github.com/flashinfer-ai/flashinfer/pull/878
868,2025-02-17T21:56:32Z,bugfix: fix the behavior of MLA kernel when kv-length is 0,"The scheduling algorithm in #863 do not consider some requests have kv-cache length 0, this PR fixes the issue.",https://github.com/flashinfer-ai/flashinfer/pull/868
861,2025-02-17T19:39:48Z,unittest: add MLA test cases where kv_len is evenly divided by page_size.,@yzh119 PLZ take a look for this test.,https://github.com/flashinfer-ai/flashinfer/pull/861
863,2025-02-17T15:30:20Z,perf: dynamic split-k for MLA,"#804 didn't implement split-k, which might result in performance degradation if concurrency is not large enough.",https://github.com/flashinfer-ai/flashinfer/pull/863
856,2025-02-16T16:31:44Z,typo: update `decode_maybe_q_rope_offset`,"Following up on #855 and #847, this PR fixes a typo of inline RoPE in decode kernel.",https://github.com/flashinfer-ai/flashinfer/pull/856
855,2025-02-16T16:02:16Z,Unique the symbol of maybe_q_rope_offset_v.,"Having building error with multiple definitions of has_maybe_q_rope_offset_v with building command: TORCH_CUDA_ARCH_LIST=""9.0a"" FLASHINFER_…",https://github.com/flashinfer-ai/flashinfer/pull/855
850,2025-02-16T07:22:46Z,misc: Remove duplicate param set in MLA kernel,This PR removes the duplicate set of params.kv_indices in the MLA kernel.,https://github.com/flashinfer-ai/flashinfer/pull/850
847,2025-02-16T02:59:47Z,bugfix: Fix inline RoPE in decode kernels,This PR fixes a bug in decode kernel that fails to process the q_rope_offset provided in Params.,https://github.com/flashinfer-ai/flashinfer/pull/847
808,2025-02-16T00:37:59Z,fix: Pass backend in BatchPrefillWith*KVCacheWrapper.plan(),"Fix #807 For the BatchPrefillWith*KVCacheWrapper that support both FA2 and FA3, user may call the ctor() once and the plan() multiple times.",https://github.com/flashinfer-ai/flashinfer/pull/808
844,2025-02-14T17:45:14Z,perf: MLA decode kernel implemented by CuTe targeted to SM80,"Hi @yzh119 , this is a follow up of #766, an interesting idea came to my mind today, can't help to change few lines to verify this idea.",https://github.com/flashinfer-ai/flashinfer/pull/844
822,2025-02-13T12:12:37Z,hotfix: bugfix on #812,"We met some very weird issues, might be a nvcc bug.",https://github.com/flashinfer-ai/flashinfer/pull/822
821,2025-02-13T10:15:04Z,bugfix: bugfix on sm89 MLA,"Follow up of #814 , we found some correctness issue of sm89 MLA kernels, this PR fixes them.",https://github.com/flashinfer-ai/flashinfer/pull/821
764,2025-02-13T08:33:11Z,refactor: change to TORCH_LIBRARY,draft pr,https://github.com/flashinfer-ai/flashinfer/pull/764
818,2025-02-13T07:59:54Z,doc: improve mla related documentation,doc: improve mla related documentation,https://github.com/flashinfer-ai/flashinfer/pull/818
816,2025-02-13T07:16:31Z,bugfix: fix the behavior of mla plan function when provided with host tensors,cc @abcdabcd987,https://github.com/flashinfer-ai/flashinfer/pull/816
814,2025-02-12T21:17:17Z,feat: unlock MLA attention for sm89 (L40/L40s/4090),"This PR changes the MLA attention template to support sm89 GPUs, which has small shared memory size (99kb per sm), so we have to further re…",https://github.com/flashinfer-ai/flashinfer/pull/814
813,2025-02-12T18:51:36Z,feat: cudagraph-compatible MLA API,feat: cudagraph-compatible MLA API,https://github.com/flashinfer-ai/flashinfer/pull/813
812,2025-02-12T18:21:34Z,feat: unlocking MLA for A100,Generalize the MLA template to support different CTA_TILE_KV and NUM_STAGES for GPUs such as A100.,https://github.com/flashinfer-ai/flashinfer/pull/812
811,2025-02-12T07:39:49Z,doc: add documentation to new MLA interface,Add new MLA API to documentation.,https://github.com/flashinfer-ai/flashinfer/pull/811
810,2025-02-12T06:55:49Z,bugfix: mla page-attention kernel for different page sizes,"The previous PR #804 only tests page_size 1, this PR fixes the issue with other page sizes and add corresponding unittests.",https://github.com/flashinfer-ai/flashinfer/pull/810
804,2025-02-12T05:02:18Z,perf: memory efficient deepseek mla fused page-attention kernel,"This PR implements a memory efficient fused Deepseek MLA PageAttention kernel for decode, prefill, and chunked prefill operations.",https://github.com/flashinfer-ai/flashinfer/pull/804
803,2025-02-11T18:26:47Z,"bugfix: mla decode failed under cuda graph mode, and update test case","bugfix: mla decode failed under cuda graph mode, and update test case",https://github.com/flashinfer-ai/flashinfer/pull/803
799,2025-02-08T20:15:11Z,feat: support f32 attention output in FA2 template,"For bf16 kernels, we need to use f32 as the intermediate data type for split-k partial output to avoid numerical errors.",https://github.com/flashinfer-ai/flashinfer/pull/799
798,2025-02-08T08:26:49Z,Fix the type annotation of q_dtype and kv_dtype on ragged prefill,Fix the type annotation of q_dtype and kv_dtype on ragged prefill,https://github.com/flashinfer-ai/flashinfer/pull/798
797,2025-02-07T17:49:18Z,test: add unittest comparing deepseek prefill fa2 & 3 implementation,test: add unittest comparing deepseek prefill fa2 & 3 implementation,https://github.com/flashinfer-ai/flashinfer/pull/797
795,2025-02-07T16:48:13Z,Fix arguments of `plan` for split QK/VO head dims,"#765 introduced changes to the API of plan, including renaming head_dim to head_dim_qk and adding head_dim_vo.",https://github.com/flashinfer-ai/flashinfer/pull/795
793,2025-02-07T07:00:34Z,fix rope logic in mla decoding,"Co-authored-by: pankajroark pankajroark@users.noreply.github.com As titled, unblock the FlashInfer integration.",https://github.com/flashinfer-ai/flashinfer/pull/793
787,2025-02-05T16:00:21Z,bugfix: MLA decode should multiply sm_scale by math::log2e,"After this fix, the mse_use_flashinfer in test_mla_decode_kernel.py will improve significantly.",https://github.com/flashinfer-ai/flashinfer/pull/787
781,2025-02-04T19:14:15Z,bugfix: fix batch prefill attention kernel unittests,This pull request includes a small change to the tests/test_batch_prefill_kernels.py file.,https://github.com/flashinfer-ai/flashinfer/pull/781
778,2025-02-04T06:56:26Z,feat: Separate QK/VO head dim dispatch for sm90 AOT,"#765 introduces hacks to support DeepSeek head dims, but AOT is broken.",https://github.com/flashinfer-ai/flashinfer/pull/778
776,2025-02-04T05:20:55Z,perf: refactor fa2 prefill template,"This PR refactors the FA2-based prefill template, including the following changes: Using KernelTraits for all constexpr and data types.",https://github.com/flashinfer-ai/flashinfer/pull/776
772,2025-02-01T05:24:23Z,refactor: change the structure of attention updater,"Per discussion with @happierpig , user should be able to construct attention updater in their own way (and parameters).",https://github.com/flashinfer-ai/flashinfer/pull/772
765,2025-02-01T03:44:52Z,feat: support deepseek prefill attention shape,"Deepseek requires head_dim_qk of 192 and head_dim_vo of 128, this PR implements this feature for prefill attention on ragged tensors.",https://github.com/flashinfer-ai/flashinfer/pull/765
768,2025-01-31T19:48:42Z,Version bump: v0.2.0.post2,Release a version before v0.2.1 (which includes a bunch of mla updates).,https://github.com/flashinfer-ai/flashinfer/pull/768
767,2025-01-31T19:43:06Z,bugfix: Fix block-sparse attention API,This pull request includes a small change to the flashinfer/sparse.py file.,https://github.com/flashinfer-ai/flashinfer/pull/767
754,2025-01-27T06:09:37Z,Change `apply_rope_with_cos_sin_cache` to accept `cos_sin_cache`,"For sgl-project/sglang#3134 Problem: In SGLang, we pass cos_sin_cache with the shape (max_len, rot_dim) to RoPE kernel.",https://github.com/flashinfer-ai/flashinfer/pull/754
755,2025-01-27T03:18:58Z,fix pin memory device,right now flashinfer does not specify the device when creating pin-memory tensor.,https://github.com/flashinfer-ai/flashinfer/pull/755
753,2025-01-26T15:54:31Z,[bugfix] Fix cpp tests/benchmarks,Create MLA instantiations Set use_sliding_window=False in benchmarks.,https://github.com/flashinfer-ai/flashinfer/pull/753
752,2025-01-25T04:10:21Z,bugfix: various AOT issues,Add missing instantiation for batch prefill and single prefill.,https://github.com/flashinfer-ai/flashinfer/pull/752
751,2025-01-25T02:18:43Z,Filter out unsupported head dim for sm90,"Ran into compilation error when setting FLASHINFER_HEAD_DIMS=64,128,192,256.",https://github.com/flashinfer-ai/flashinfer/pull/751
748,2025-01-23T09:09:13Z,[Refactor] Unify JIT/Customization/AOT mode,This PR implements the #706 to unify the codebase for (1) JIT compilation of default attention (2) JIT compilation of customized attention…,https://github.com/flashinfer-ai/flashinfer/pull/748
714,2025-01-04T07:31:23Z,perf: fix the iteration bound of SWA in FA2 prefill template,"We forgot to divide the packed row index by group_size when computing the sliding window iteration bound, making it larger than its actual…",https://github.com/flashinfer-ai/flashinfer/pull/714
704,2024-12-29T17:03:41Z,Customizable SM90 prefill kernels.,Added customizable SM90 prefill kernels.,https://github.com/flashinfer-ai/flashinfer/pull/704
697,2024-12-25T07:54:54Z,bugfix: casting int array to int32 for rope input arguments,To avoid the potential bugs when user pass LongTensor to rope APIs.,https://github.com/flashinfer-ai/flashinfer/pull/697
691,2024-12-23T00:48:52Z,release: bump version to v0.2.0.post1,0.2.0.post1 (2024-12-22) Bug Fixes bug fix on determine_attention_backend condition (#688) (bcf7a3e) accelerate plan speed of fa3 template…,https://github.com/flashinfer-ai/flashinfer/pull/691
690,2024-12-23T00:39:35Z,hotfix: accelerate plan speed of fa3 template,"The fa3 template's plan speed is very slow because we overestimate the workspace size that needs to be transferred from CPU to GPU, this PR…",https://github.com/flashinfer-ai/flashinfer/pull/690
688,2024-12-20T07:29:50Z,bugfix: bug fix on `determine_attention_backend` condition,Should only enable fa3 for cuda 12.3+,https://github.com/flashinfer-ai/flashinfer/pull/688
476,2024-12-17T12:59:05Z,chore(main): release 0.2.0,🤖 I have created a release beep boop 0.2.0 (2024-12-17) Release Blog.,https://github.com/flashinfer-ai/flashinfer/pull/476
676,2024-12-17T12:15:57Z,doc: expose MLA decode API to documentation,BatchDecodeMlaWithPagedKVCacheWrapper is not indexed.,https://github.com/flashinfer-ai/flashinfer/pull/676
672,2024-12-17T07:27:40Z,feat: add JIT compilation support for FA3 templates,Follow up work of #667,https://github.com/flashinfer-ai/flashinfer/pull/672
670,2024-12-17T05:25:18Z,bugfix: fix JIT compilation of batch prefill attention kernels,The batch prefill attention JIT template was broken in #635 because we messed up some jinja syntax.,https://github.com/flashinfer-ai/flashinfer/pull/670
667,2024-12-16T13:08:53Z,perf: Dense and sparse customizable flashattention-3 template,This PR adds flashattention-3 template for improving prefill performance on hopper.,https://github.com/flashinfer-ai/flashinfer/pull/667
662,2024-12-14T09:28:39Z,ci: cross python wheel,We can build a single python wheel for all supported python versions.,https://github.com/flashinfer-ai/flashinfer/pull/662
650,2024-12-05T17:48:52Z,Fix MLA decode error having v_scale without return_lse,"[rank0]: File ""/home/simonmo/.conda/envs/vllm/lib/python3.10/site-packages/flashinfer/decode.py"", line 1408, in run [rank0]: out[0] *= v_sc…",https://github.com/flashinfer-ai/flashinfer/pull/650
644,2024-12-04T10:27:50Z,Reduce total_num_tiles_q by one,The bound can be reduced by one to slightly decrease workspace memory usage.,https://github.com/flashinfer-ai/flashinfer/pull/644
640,2024-11-26T08:38:13Z,Fix the batch size/seq len args for the decode kernel with tensor cores,"A prior PR switched up the two arguments via a typo, without tests catching the problem.",https://github.com/flashinfer-ai/flashinfer/pull/640
639,2024-11-25T19:10:52Z,Fix the maximal grid dimension in prefill planning with CUDA graphs,"Previously, differences in the contents of qo_indptr could lead to block sizes varying across CUDA graph invocations, leading to illegal me…",https://github.com/flashinfer-ai/flashinfer/pull/639
633,2024-11-24T10:56:31Z,bugfix: fix sliding window attention tests of ragged attention api,The unittests of sliding window atteniton didn't pass because we forget to set causal in plan function.,https://github.com/flashinfer-ai/flashinfer/pull/633
632,2024-11-24T10:38:28Z,perf: speedup jit compilation of prefill attention kernels,"Followup of #628, this PR splits prefill attention jit templates so that we compile different mask modes in different files.",https://github.com/flashinfer-ai/flashinfer/pull/632
628,2024-11-23T22:39:46Z,jit: further accelerate compilation by spliting files and multi-threading,This PR accelerates JIT compilation by: Add a parallel_load_modules function to load necessary modules for a model in parallel using python…,https://github.com/flashinfer-ai/flashinfer/pull/628
625,2024-11-21T10:42:07Z,bugfix: fix append_paged_kv_cache test,bugfix: fix append_paged_kv_cache test,https://github.com/flashinfer-ai/flashinfer/pull/625
624,2024-11-21T01:09:28Z,bugfix: fix prefill kernel uris for aot compilation,"mask is no longer part of uris, this PR fixes the issue, otherwise our aot wheels will still trigger JIT compilation for prefill kernels.",https://github.com/flashinfer-ai/flashinfer/pull/624
620,2024-11-20T09:58:17Z,bugfix: fix MLA with new JIT pipeline,"Some of the commits for fixing MLA are missing in #618, this PR add them back.",https://github.com/flashinfer-ai/flashinfer/pull/620
619,2024-11-20T09:43:46Z,bugfix: fix the rope correctness issue introduced in #609,"As observed by @james-p-xu, #609 produce wrong results for some input shapes, this PR fixes the correctness issue, and add optimizations of…",https://github.com/flashinfer-ai/flashinfer/pull/619
613,2024-11-18T19:43:08Z,Fix compile error of OptionalCUDAGuard and device_of,"There are some compile errors in the main branch, like /app/python/csrc_aot/single_prefill.cu(59): error: namespace ""at::cuda"" has no membe…",https://github.com/flashinfer-ai/flashinfer/pull/613
611,2024-11-15T19:23:57Z,misc: add device guard for kernels,plan Check all kernels and add device guard Complete the tests FIX: #452,https://github.com/flashinfer-ai/flashinfer/pull/611
609,2024-11-14T07:46:16Z,Improve parallelism in RoPE with pos_ids,The previous kernel was not parallelised sufficiently well for low batch sizes.,https://github.com/flashinfer-ai/flashinfer/pull/609
607,2024-11-13T03:53:17Z,test: add DtypeKV template param in bench_batch_decode,Add typename TKV so that it's convenient to benchmark FP8 KVCache.,https://github.com/flashinfer-ai/flashinfer/pull/607
606,2024-11-11T06:28:14Z,doc: improve the docstring of `append_paged_kv_cache`,Remove unnecessary note.,https://github.com/flashinfer-ai/flashinfer/pull/606
605,2024-11-11T06:16:10Z,feat: simplify prefill JIT compilation,Compile all three mask modes (causal/non-causal/custom) altogether instead of compiling them one-by-one.,https://github.com/flashinfer-ai/flashinfer/pull/605
602,2024-11-11T00:24:18Z,perf: fix prefill kernel performance degradation (step 1),"The prefill attention kernel performance has degraded significantly in recent releases (since v0.1.2), especially on A100 when causal=True,…",https://github.com/flashinfer-ai/flashinfer/pull/602
601,2024-11-10T23:43:51Z,hotfix: fix rope tvm wrapper,"The TVM wrapper was broken in #599 because of API changes, this PR fixes the issue.",https://github.com/flashinfer-ai/flashinfer/pull/601
599,2024-11-10T05:46:08Z,feat: add `rotary_dim` argument to rope APIs for partial apply rope,"This PR implements the final piece of #530 , so that we can partially apply rotary embedding to first head dimensions instead of entire hea…",https://github.com/flashinfer-ai/flashinfer/pull/599
597,2024-11-08T16:30:12Z,Fix the type of `paged_kv_cache` in append,The type is adjusted to be consistent with the prefill/decode wrappers.,https://github.com/flashinfer-ai/flashinfer/pull/597
594,2024-11-08T06:01:43Z,misc: refactor cutlass includes,Move cutlass utilities outside of gemm folder as we are about to use cutlass for attention kernels.,https://github.com/flashinfer-ai/flashinfer/pull/594
590,2024-11-06T22:51:08Z,include convert latency in bench_append_paged_kv_cache,"model: l1b seqlens: [1, 1, 1, 1, 1, 1, 1, 1] convert: 45us 1layer: 7us 16layers: 151us throughput: 4.936GB/s model: l1b seqlens: [4993, 1,…",https://github.com/flashinfer-ai/flashinfer/pull/590
588,2024-11-06T22:02:19Z,perf: fix the performance issue of `append_paged_kv_cache`,"The performance of append_paged_kv_cache is terrible for small batch size, which is a known issue that we haven't fixed for a long time, th…",https://github.com/flashinfer-ai/flashinfer/pull/588
585,2024-11-05T11:44:16Z,feat: support cached cos/sin in rope APIs,"As requested in #530 , this PR implements the RoPE with cached cos/sin embeddings, which is more flexible in some use cases.",https://github.com/flashinfer-ai/flashinfer/pull/585
582,2024-11-05T10:39:44Z,fix broken tvm integration caused by #568,"Hi, now tvm wrapper build failed cause by #568.",https://github.com/flashinfer-ai/flashinfer/pull/582
583,2024-11-05T05:53:40Z,add benchmark for append_paged_kv_cache,Add a python benchmark for append_paged_kv_cache.,https://github.com/flashinfer-ai/flashinfer/pull/583
578,2024-11-02T02:40:48Z,return type overload for return_lse,Make mypy and pylance happy.,https://github.com/flashinfer-ai/flashinfer/pull/578
551,2024-11-02T02:39:25Z,feat: support MLA decode,"Hi, this PR implements MLA decode algorithm, I would love to hear your thoughts on this design and implementation.",https://github.com/flashinfer-ai/flashinfer/pull/551
573,2024-10-31T08:54:35Z,Fix Sphinx,"Here's the reason why docs fail to build after #552: As specified in conf.py, Sphinx mocks torch.",https://github.com/flashinfer-ai/flashinfer/pull/573
572,2024-10-30T12:54:36Z,fix broken cpp integration caused by #567,"Hi, cpp integration was broken again by #567, please be aware that there are cpp test, cpp benchmark and also tvm integration, they all rel…",https://github.com/flashinfer-ai/flashinfer/pull/572
567,2024-10-30T07:20:25Z,refactor: Refactor JIT and AOT build script,"Previously, JIT and AOT packaging is a bit broken.",https://github.com/flashinfer-ai/flashinfer/pull/567
569,2024-10-30T02:34:57Z,torch custom_op fix for rope,Fix after changes made in #568 torch.compile doesn't like returning input arguments.,https://github.com/flashinfer-ai/flashinfer/pull/569
568,2024-10-29T21:51:19Z,feat: support huggingface transformer style rope interface,"Previously our rope apis assume the position indices of each request is contiguous, which is not appropriate for applications such as specu…",https://github.com/flashinfer-ai/flashinfer/pull/568
563,2024-10-27T09:38:09Z,bugfix: fix the sliding window iteration bound for SWA in batch prefill operators,"The iteration bound for sliding window in batch prefill kernels is wrong, this PR fixes the issue.",https://github.com/flashinfer-ai/flashinfer/pull/563
561,2024-10-26T22:01:58Z,perf: remove unnecessary contiguous operation in block sparse attention,The contiguous operation is no longer required after #513,https://github.com/flashinfer-ai/flashinfer/pull/561
560,2024-10-26T21:37:10Z,perf: use cuda-core implemention for io-bound block-sparse attention,"When operational intensity is low, select cuda-core implementations for block-sparse attention.",https://github.com/flashinfer-ai/flashinfer/pull/560
559,2024-10-26T21:29:43Z,bugfix: fix `batch_prefill.cu` in AOT mode after #554,#554 didn't update the batch_prefill.cu (which was used in AOT mode) according to the API change.,https://github.com/flashinfer-ai/flashinfer/pull/559
554,2024-10-25T02:51:12Z,feat: torch.compile and custom_op support,Follow up of #552.,https://github.com/flashinfer-ai/flashinfer/pull/554
556,2024-10-25T02:39:14Z,bugfix: fix block sparse wrappers,"The block sparse attention unittests failed as noted in #554, this PR fixes the issue.",https://github.com/flashinfer-ai/flashinfer/pull/556
553,2024-10-25T02:09:08Z,feat: non-contiguous query with paged kv cache,"Motivation Previously, only ragged version of prefill kernel supported non-contiguous query tensor (#404).",https://github.com/flashinfer-ai/flashinfer/pull/553
544,2024-10-22T08:28:03Z,bugfix: Fix the default value of `data_type` in batch decode plan function,"As mentioned in #543 , the behavior of batch decode plan function is problematic if we use the combo of q_data_type and kv_data_type.",https://github.com/flashinfer-ai/flashinfer/pull/544
546,2024-10-22T08:16:47Z,bugfix: fix jit compilation for single decode with tensor cores,The arguments have wrong order.,https://github.com/flashinfer-ai/flashinfer/pull/546
542,2024-10-20T08:27:09Z,bugfix: backward compatibility,"We recently changed the plan function signature and remove the data_type argument, which is not compatible with some old version.",https://github.com/flashinfer-ai/flashinfer/pull/542
